370549	العالم قرية صغيرة.	370550	The world is a small village.
370551	الكرز أحمر.	370553	Cherries are red.
370554	المنافسة قوية.	370555	The competition is fierce.
370556	نحن عرب.	370557	We are Arabs.
370558	هو ذكي.	370559	He is smart.
370560	إنه ذكي.	370559	He is smart.
370561	أنت صديقي.	370562	You are my friend.
370563	هذا دفتري.	370564	This is my notebook.
370565	عيادة الطبيب في الدور الثاني.	49639	The doctor's office is on the second floor.
370566	إنه جدير بأن يكون قائد فريقنا.	293401	He is worthy to be captain of our team.
370569	إنه يعرفنا جيداً.	297413	He knows us very well.
370570	أحبه أكثر من بقية الأولاد.	259259	I love him more than any of the other boys.
370571	لم ينجُ أحد من تحطم الطائرة.	318112	No one survived the plane crash.
370572	هذا غير صحيح.	370573	This is not true.
370574	ما أجمل هذه الزهرة!	60061	How beautiful this flower is!
370575	تتكاثر الفئران بسرعة.	35794	Rats breed rapidly.
370576	هذا الحلم سَيَتَحَقَّق.	56789	This dream will come true.
370577	هذه قصة حقيقية.	57256	This story is true.
370578	لكن هذا ليس صحيحاً.	53614	But this is not true.
370579	زوجتي طبيبة.	370580	My wife is a doctor.
370581	الموسيقى لغة عالمية.	370583	Music is a universal language.
370584	الحمد لله.	370585	Thank God.
370586	سرق الرجل حقيبة يدي.	45311	The man robbed me of my purse.
370587	عندي مشكلة.	370588	I have a problem.
370589	هناك عوامل كثيرة.	370590	There are many factors.
370591	قابلتها في الشارع.	259543	I met her on the street.
370592	أيمكنك رؤية الفرق؟	49646	Can you see the difference?
370593	أيمكنك ملاحظة الفرق؟	49646	Can you see the difference?
370594	المهم هو العمل.	370595	What's important is work.
370598	أنت لست صديقنا.	370599	You are not our friend.
370600	الدلفين نوع من الثدييات.	65811	A dolphin is a kind of mammal.
370601	عاد السفير.	370602	The ambassador returned.
370603	صفق الجمهور للممثلة.	20942	The audience applauded the actress.
370604	لا أعرف شيئاً.	370605	I don't know anything.
370606	رفع يده.	370607	He raised his hand.
370608	ضحك الطلاب.	370609	The students laughed.
370610	لا تلمس البضاعة.	267445	Don't touch the goods.
370611	الأولاد نائمون.	246086	The kids are asleep.
370612	سأشتري سيارة.	258407	I will buy a car.
370613	من فضلك إتّصل بي لاحقاً.	240126	Please call me up later.
370614	هنا موقع الحادث.	62144	This is where the accident happened.
370615	سررت بلقائك.	71080	It was very nice seeing you again.
370616	تنافس عشر فرق على الجائزة.	73468	Ten teams competed for the prize.
370617	أعرّفك بصديقي.	252028	May I introduce my friend to you?
370618	مبيعات السيارات اليابانية في الخارج جيدة.	281690	Japanese cars sell well overseas.
370619	أصبح بوب مهندساً.	33158	Bob became an engineer.
370620	أعتقد أن شكسبير أعظم كاتب دراما في التاريخ.	53873	I believe Shakespeare is the greatest dramatist that ever lived.
370621	حضر اللقاء عدد من أصحاب الإختصاص.	370622	A number of experts attended the meeting.
370623	ترك الباب مفتوحاً.	370624	He left the door open.
370625	أعطني انطباعك عن هذا الكتاب.	57075	Give me your impression of this book.
370626	لنكمل حديثنا.	19980	Let's carry on the discussion.
370627	أحقا مات أبي؟	370628	Did my father really die?
370629	يا لها من جملة!	370630	What a sentence!
370631	هو ولد مشاغب.	370632	He is a naughty boy.
370633	درّسني التاريخ.	370634	He taught me history.
370635	هذا المنتزه يذكّرني بطفولتي.	59318	This park reminds me of my childhood.
370636	هذا المنتزه جميل و نظيف حقاً.	59321	This park is really beautiful and clean.
370637	كاد الولد أن يغرق.	46402	The boy was almost drowned.
370638	شك المحامي في براءته.	320453	The lawyer doubted his innocence.
370639	نصحها الطبيب بأخذ إجازة.	28096	The doctor advised that she take a holiday.
370640	سامحني من فضلك.	38820	Please forgive me.
370641	لا أحب أن أطبخ عندما يكون الجو حارّاً.	22030	I don't like to cook when it's hot outside.
370642	من ارتكب هذه الجريمة حتماً فقد عقله.	67856	That man who committed that crime was out of his mind.
370642	من ارتكب هذه الجريمة حتماً فقد عقله.	1188573	Whoever committed this crime was surely out of his mind.
370643	علمتني عمتي كيف أحضّر قهوةً لذيذة.	64925	My aunt showed me how to make good coffee.
370644	هذا بيت و ذلك مسجد.	370645	This is a house and that is a mosque.
370646	الباب مفتوح.	370647	The door is open.
370648	القلم مكسور.	370649	The pen is broken.
370650	أين الولد؟	370651	Where is the boy?
370652	ذهب بلال إلى المدرسة.	370653	Bilal went to school.
370654	لمن هذا؟	2302	Whose is this?
370655	هذا جميل ، و ذلك أيضاً جميل.	370656	This is beautiful, and that is also beautiful.
370657	فوزنا مؤكّد.	23389	Our victory is secure.
370658	وافق المدرس على خطته.	273057	The teacher approved his plan.
370659	قام بالعمل كما طُلب.	295720	He accomplished the work as planned.
370660	سررت بمعرفتك.	63898	I'm pleased to meet you.
370661	تشرّفت بلقائك.	63898	I'm pleased to meet you.
370662	كيف حالك؟	38926	How are you doing?
370662	كيف حالك؟	373320	How are you?
370663	بدأت صحته تتدهور.	285984	His health has begun to decline.
370665	أين ذهب؟	292031	Where did he go?
370666	لا تفتح الباب.	38986	Don't open the door.
370667	زُرِعَت الأشجار بجانب الطريق.	278403	Trees are planted along the street.
370668	كان رجلاً سابقاً لعصره.	304521	He was far in advance of his days.
370669	ها قد أتى الباص.	35414	There comes the bus.
370670	هذا الكتاب لعلي.	370671	This book is Ali's.
370672	كرم مدرس جديد.	370673	Karam is a new teacher.
370674	المدرس الجديد في الفصل.	370675	The new teacher is in the class.
370676	أنا في بيت جديد.	370677	I am in a new house.
370678	السيارة التي أمامي لكرم.	370679	The car that's in front of me is Karam's.
370680	المدرس عند المدير.	370681	The teacher is with the school principal.
370682	أذهبت إلى المدرسة اليوم؟	370683	Did you go to school today?
370684	من في البيت؟	370685	Who is in the house?
370686	أحب اللّغة العربية.	370687	I love Arabic.
370688	ماذا تحب؟	16274	What do you like?
370690	ماذا تحب أن تأكل؟	370691	What do you like to eat?
370692	سعة الخزان خمسون جالوناً.	40324	The tank has a capacity of fifty-gallons.
370693	سأساعده غداً.	261947	I will help him tomorrow.
370694	أعد الكتاب إلى صاحبه.	43891	Give the book back to the owner.
370695	الفتاة تشعر بالوحدة.	44394	The girl is lonely.
370696	كنّا نسبح في النهر.	247967	We used to swim in this river a lot.
370697	قررت أن أعمل لحساب شركة في الولايات المتحدة.	67588	I've made up my mind to work for a company in the States.
370698	قررت أن أعمل لحساب شركة في أمريكا.	67588	I've made up my mind to work for a company in the States.
370699	جون في عمر أخي.	52583	John is as old as my brother.
370700	هذا ما نريد أن نعرفه.	56190	This is what we want to know.
370701	من فضلك إلغِ هذا الملفّ.	60593	Please delete this file.
370702	من أين أنت؟	17150	Where do you come from?
370702	من أين أنت؟	370703	Where are you from?
370704	من أي بلد أنت؟	329612	Which country are you from?
370704	من أي بلد أنت؟	370703	Where are you from?
370705	أين بيتك؟	370706	Where is your house?
370707	أين تسكن؟	370708	Where do you live?
370709	ما عنوانك؟	370710	What is your address?
370711	الطالبة التي جلست أمام المدرّسة من ألمانيا.	370712	The female student that sat in front of the teacher is from Germany.
370713	بعضهم مدرّسون ، وبعضهم مهندسون.	370714	Some of them are teachers, and some are engineers.
370715	هم إخوتي.	370716	They are my brothers.
370717	هنّ أخواتي.	370718	They are my sisters.
370719	أيّ طالب خرج؟	370720	Which student went out?
370721	من هذان الولدان؟	370722	Who are these two boys?
370723	كم كتاباً قرأت؟	370724	How many books did you read?
370725	هما في الغرفة.	370726	They are both in the room.
370727	كم قلماً عندك؟	370728	How many pens do you have?
370729	رأيت خمسة رجال.	370730	I saw five men.
370731	لديّ عشرة أقلام.	370732	I have ten pens.
370733	حملت ثلاثة كتب.	370734	I carried three books.
370735	مررت بأربعة بيوت.	370736	I passed by four houses.
370737	لي أخت واحدة.	370738	I have one sister.
370739	يبدو أن العصافة هدأت.	325301	It appears the storm has calmed down.
370740	علينا أن نهتمّ بالمحافظة على تراثنا الوطني.	23073	We must all take care to preserve our national heritage.
370741	لديها خمس إخوة أكبر منها.	308757	She has five older brothers.
370742	لديها خمسة إخوان كبار.	308757	She has five older brothers.
370743	صوتها ناعم و واضح.	315291	She has a soft and clear voice.
370744	قلّده و حسب.	40848	Just imitate what he does.
370745	خرجت العائلة كلّها لتتمشّى.	27842	The whole family is out for a walk.
370746	لا أشكّ لحظة في صدقك.	17017	I don't for a moment doubt your honesty.
370747	إنّ الكتابَ سهلٌ.	370748	The book is easy.
370749	الكتابُ سهلٌ.	370748	The book is easy.
370751	لعلّ الجوّ جميل.	370752	Perhaps the weather is fine.
370753	إنّك غنيّ.	370754	You are rich.
370755	أنت غنيّ.	370754	You are rich.
370756	بلال ذو علم.	370757	Bilal is a person of knowledge.
370756	بلال ذو علم.	370758	Bilal is educated.
370759	مريم ذات خلق.	370760	Maryam is a person of good manners.
370759	مريم ذات خلق.	370761	Maryam is well behaved.
370762	أمدرّس أنت أم طالب؟	370763	Are you a teacher or a student?
370764	أإلى القاهرة ذهبت أم إلى الاسكندرية؟	370765	Did you go to Cairo or Alexandria?
370766	خذ هذا أو ذاك.	370767	Take this or that.
370768	ليس البيت بجديد.	370769	This house is not new.
370770	ما زالت تعتمد على والديها.	312250	She still depends on her parents.
370771	جريدة اليوم تحذّر من قدوم عاصفة.	242592	Today's paper says that a typhoon is coming.
370772	من فضلك أرني إياها مرة أخرى.	31496	Please show it to me again.
370773	مات لنكولن في عام ١٨٦٥ للميلاد.	29653	Lincoln died in 1865.
370774	هذه المسألة سهلة لدرجة أن أيّ طالب يمكنه حلّها.	55531	This is such an easy problem that any student can solve it.
370908	الرياضيات مادّتي المفضّلة.	271018	Mathematics is my favorite subject.
370909	أدخله.	307895	Bring him in.
370910	أهو أمريكي؟	287965	Is he American?
370912	دعني أساعدك.	64396	Let me help you.
370913	اليوم ممطر.	26676	It's a rainy day.
370914	من فضلك أعطني قلماً و بضعة أوراق.	25777	Please give me a pencil and some sheets of paper.
370915	كيف لي أن أعرف؟	25498	How should I know?
370916	رأيت رجلاً يتّجه نحوي.	250109	I saw a man coming toward me.
370917	أعرف كم عمرك.	252682	I know how old you are.
370918	أنتم معلّمون.	20099	You are teachers.
370919	أنتم مدرّسون.	20099	You are teachers.
370920	كنّا كلّنا متعبون.	248995	We were all tired.
370921	لنواجه الحقائق.	239605	Let's face the facts!
370922	بدأ يشعر بالمرض.	295128	He began to feel ill.
370923	أبي مدرّس.	251708	My father is a teacher.
370924	أبي لا يقرأ كتاباً الآن.	251680	My father isn't reading a book now.
370925	البيت مسكون.	68547	The house is haunted.
370926	البيت مسكون بالأشباح.	68547	The house is haunted.
370927	ماذا تظن نفسك فاعلاً؟	24695	What do you think you're doing?
370928	ابق مكانك.	241592	Stay where you are.
370929	أقدّر شجاعته.	453385	I admire his courage.
370930	عليك أن تطيع والديك.	237640	You should obey your parents.
370931	قفز من النافذة.	2410	He jumped out the window.
370932	أيمكنني أن أدخّن هنا؟	61916	May I smoke here?
370933	لدينا أخبار جيدة.	66695	We have good news.
370934	يمكنك استعارة هذا الكتاب بشرط أن تبقيه نظيفاً.	43894	You may borrow this book as long as you keep it clean.
370935	يمكنك استعارة الكتاب بشرط أن تحافظ عليه.	43894	You may borrow this book as long as you keep it clean.
370936	إنه دورك.	370937	It's your turn.
370941	لست من الهند.	370942	I am not from India.
370943	بلال أطْوَلُ من كرم.	370944	Bilal is taller than Karam.
370945	أنت أحْسَنُ منّي.	370946	You are better than me.
370947	كرم أحسن طالب في المدرسة.	370948	Karam is the best student in the whole school.
370949	كأنّك من الهند.	370950	It looks like you are from India.
370951	كأنّ هذه السيارة له.	370952	It looks like this car is his.
370953	ستتزوّج برجل ثريّ.	316788	She will get married to a rich man.
370954	يمكن معالجة السرطان إذا اِكْتُشِفَ في مرحلة مبكّرة.	63418	Cancer can be cured easily if it is found in its first phase.
370956	الجميع يحبون الموسيقى.	40407	Everybody loves music.
370957	ماذا حدث بالأمس؟	244775	What happened last night?
370958	ما الذي حصل البارحة؟	244775	What happened last night?
370959	بقي القليل من الحليب في الزجاجة.	34436	There is little milk left in the bottle.
370960	استطاع أن يبني بيتاً صغيراً.	299541	He was able to build a small house.
370969	فاطمة أكبر طالبة في فصلنا.	370970	Fatima is the eldest student in our class.
370971	استلم الجائزة أحد عشر طالباً.	370972	Eleven students received the award.
370973	منذ ١٩٩۰م و حتّى الآن ، استلمت الجائزة إحدى عشرة طالبةً.	370974	Since 1990, eleven female students received the award.
370975	لا تصرخ في وجهي.	250169	Don't yell at me.
370983	اِغسل رجليك.	274488	Wash your feet.
370984	لم يكن لديّ وقت للأكل.	249928	I had no time to eat.
370985	اشترى لنا عمّي جهاز تلفاز جديد.	65063	My uncle brought a new TV set for us.
370986	أيمكنك أن تعلّمني كيف أستخدم الغسّالة؟	58110	Could you tell me how to use this washing machine?
370987	كم من الوقت يلزم للوصول إلى المحطّة.	1585	How long does it take to get to the station?
370988	زرت أمريكا.	253010	I have visited America.
370989	جلسوا تحت ظل شجرة.	307607	They sat in the shade of a tree.
370990	هل الحمّام جاهز؟	64038	Is the bath ready?
370991	أنا حُرّ.	23959	I'm free.
370992	نسيت أن أسأله.	354494	I forgot to ask him.
370993	أصبحا زوجاً و زوجة.	307488	They became man and wife.
370994	سيأتي الربيع قريباً.	31604	Spring will come soon.
370995	هل غاب أحد اليوم؟	242924	Is anyone absent today?
370996	أتوقّع أن يصل قريباً.	259962	I expect him to come soon.
370997	إذا ابتسم المهزوم أفقد المنتصر لذة الفوز.	370998	If the loser smiled the winner will lose the thrill of victory.
370999	كلنا كالقمر ، لنا جانب مظلم لا نظهره لأحد.	371000	Everyone is a moon, and has a dark side which he never shows to anybody.
371001	لا تتحدى من ليس لديه ما يخسره.	371002	Don't challenge someone who has nothing to lose.
371003	جاء الطالب من لندن.	371004	The student came back from London.
371005	الولد عطشان.	371006	The boy is thirsty.
371007	أُنْشِئَتْ مدارس.	371008	Schools were built.
371009	هذه عصافير.	371010	These are birds.
371011	سلّمت على التلميذ الأسبق.	371012	I shook hands with the former student.
371013	لا تجادل وانت غضبان ولا تأكل وانت شبعان.	371014	Don't argue when you are angry and don't eat when you are full.
371015	هاتان صورتان جميلتان.	371016	These are two nice pictures.
371017	هاتان صورتان جميلتان إطاراهُما.	371018	These are two pictures with a nice frame.
371019	هذا عمل نافع.	371020	This is a beneficial work.
371021	هذا عمل ينفع الآخرين.	371022	This is a work that benefits others.
371023	أغلق عينيك.	434446	Close your eyes.
371024	يمكنها تحدث اليابانيّة.	316082	She can speak Japanese.
371026	نظّفنا صفّنا.	28973	We've finished cleaning our classroom.
371027	أعتمد عليك.	64314	I'm counting on you.
371028	لونه أحمر.	42863	Its color is red.
371029	لونها أحمر.	42863	Its color is red.
371030	لا عجب أنّ البعض يشعرون بالتوتر عند دخولهم المستشفى.	318374	It is no wonder that some people feel anxiety at the thought of walking into a hospital.
371031	إنّها مفاجأة.	1567	It's a surprise.
371032	الجو بارد.	1813	It's cold.
371032	الجو بارد.	945295	It is cold.
371033	إنها تمطر.	1862	It is raining.
371033	إنها تمطر.	456237	It's raining.
371034	الجو ممطر.	1862	It is raining.
371035	لا تنسنا.	2216	Don't forget about us!
371036	ليس مهماً.	2322	It's not important.
371037	لا تنس التذكرة.	2424	Don't forget the ticket.
371038	لا تنس تذكرة الدخول.	2424	Don't forget the ticket.
371039	سررت بعودتك.	2441	I'm glad to see you back.
371040	سأوصلك إلى المطار.	18185	I'll drive you to the airport.
371041	أما زلت تذكر؟	21678	Do you remember?
371042	ماذا عليّ أن أحضر؟	24692	What should I bring?
371043	لنعد أدراجنا.	27144	Let's turn back.
371044	إنها ساعة متأخرة.	31195	It's late.
371045	ماذا؟	36088	What?
371046	ارجع إلى الوراء من فضلك.	38482	Stand back, please.
371047	تنحّى جانبا إذا سمحت.	38482	Stand back, please.
371048	أحضرها لي.	41817	Bring it to me.
371049	هناك الكثير من الفنادق في وسط المدينة.	41101	There are many hotels downtown.
371050	أتذكّر أنّي شاهدت هذا الفيلم.	49514	I remember seeing the movie.
371051	أتمنّى أن تأتي مرّة أخرى.	51301	I do hope you'll come again.
371052	لا. أنا آسف، عليّ العودة مبكراً.	56373	No. I'm sorry, I've got to go back early.
371053	هذه التفاحة شديدة الحمرة.	60350	This apple is very red.
371054	هذه التفاحة حمراء جداً.	60350	This apple is very red.
371055	سأريك بعض الصور.	71094	I will show you some pictures.
371056	الآن تذكرت.	72076	Now I remember.
371057	آه ، متى سيتقابلون مجدداً؟	72116	Ah, when will they meet again?
371058	سأعاود الإتصال بك.	240123	I'm gonna have to call you back.
371059	لا تنظر إلى الوراء.	240167	Don't look back.
371060	الجو حار اليوم.	242881	It's hot today.
371061	عادة ما أغسل الصحون.	244971	I usually do the dishes.
371062	أحضر أولادك معك.	245682	Bring your children along.
371063	لا تنس أن لدينا واجباً.	247347	Don't forget that we have homework.
371064	هل تذكرني؟	250327	Do you remember me?
371065	أما زلت تذكرني؟	250327	Do you remember me?
371066	لن أعود.	256784	I'm not going back.
371067	أنا في المطار الآن.	257501	I'm at the airport now.
371068	سأعود.	261982	I'll come back.
371069	ليس هناك ما ينقص.	264932	Nothing is missing.
371070	الآباء يحبون أولادهم.	269726	Parents love their children.
371071	إنها لأخي.	278535	It's my brother's.
371072	أطفئ الضوء. لا يمكنني النوم.	279230	Switch off the light. I can't get to sleep.
371073	أشعل الضوء. لا يمكنني أن أرى شيئاً.	279232	Switch on the light. I can't see anything.
371074	أنا متأكد من أنها ستعود قريباً.	310962	I'm sure that she will come back soon.
371074	أنا متأكد من أنها ستعود قريباً.	1205162	I'm sure she will return soon.
371075	أرني مثالاً آخر.	320313	Show me another example.
371076	أراك غداً في المكتبة.	323425	See you tomorrow at the library.
371077	أراك غداً عند المكتبة.	323425	See you tomorrow at the library.
371078	ستضل طريقك.	323487	You'll get lost.
371079	ستضيع.	323487	You'll get lost.
371080	هذا هو السؤال.	323870	The question is this.
371081	هذه هي المسألة.	323870	The question is this.
371082	من محاسن القاموس الإلكتروني أنه سهل الحمل.	326992	The good thing about this electronic dictionary is that it's easy to carry.
371083	عليك أن تقوم بالواجب.	16050	You must perform your duty.
371084	فبدأ الطبيب بالكشف عليها.	27916	So the doctor started to examine her.
371085	فبدأ الطبيب بمعاينتها.	27916	So the doctor started to examine her.
371086	فقدت الوعي.	28205	I lost consciousness.
371087	خسر فريقنا.	29216	Our team lost.
371088	خسر توم وظيفته.	37096	Tom lost his job.
371089	أين وُلِدَ توم؟	37234	Where was Tom born?
371090	أذكر أني سمعت قصة مشابهة.	42890	I remember hearing a very similar story to that.
371091	هذا الفندق أفضل من ذاك الفندق.	60484	This hotel is better than that hotel.
371092	متى وُلِدْت؟	65989	When were you born?
371093	أذكر أني قابلت ذلك الرجل من قبل في كامبردج.	68136	I remember meeting that man at Cambridge before.
371094	هناك صفحة ناقصة.	73207	There is a page missing.
371095	خسرنا تلك المباراة.	248786	We lost the game.
371096	لا أذكر لحن تلك الأغنية.	252935	I can't remember the tune of that song.
371097	كنت مشغولاً بكتابة قصة قصيرة.	259391	I have been busy writing a short story.
371098	لا أقدر أن أسامحه على ما فعل.	260521	I can't forgive him for what he did.
371099	متى ولدت؟	310506	When was she born?
371100	فقدت حقيبة يدها.	312010	She lost her handbag.
371101	يستطيع الدب تسلق الشجرة.	18079	A bear can climb a tree.
371102	يبدو أن السيد تناكا اجتاز الإمتحان.	355184	It seems that Mr Tanaka has passed the exam.
371103	ندمت على عدم حضوري الخطبة.	47949	I regret missing the speech.
371104	فقد الرجل الأمل كلياً.	45361	The man lost all hope.
371105	احترق الفندق.	33391	The hotel was burned down.
371106	خسروا المعركة.	307021	They lost the battle.
371107	خسروا الحرب.	307021	They lost the battle.
371108	لدي سؤال.	378292	I have a question.
371109	لم أنت مستعجل؟	36458	Why are you in such a hurry?
371110	لماذا أنت في عجلة من أمرك هكذا؟	36458	Why are you in such a hurry?
371184	من فضلك اِنسخ هذه الصفحة.	60551	Please copy this page.
371185	لن يعرف أحد.	1421	No one will know.
371186	أبقى جميع النّوافذ مفتوحة.	300880	He kept all the windows open.
371187	ضوء القمر ضعيف.	238813	The light from the moon is weak.
371188	ضوء القمر خافت.	238813	The light from the moon is weak.
371189	بنى سِياجاً حول بيته.	294407	He built a fence around his house.
371190	بنى سِياجاً خشبياً حول بيته.	294407	He built a fence around his house.
371191	هل هذه المعلومة صحيحة؟	58401	Is this information right?
371192	نصحني الطبيب بالإقلاع عن التدخين.	27970	The doctor advised me to give up smoking.
371193	ارتكبت نفس الخطأ مرّة أخرى.	310820	She has made the same mistake as last time.
371194	أهنّئك بنجاحك.	321781	I congratulate you on your success.
371195	أهنّئك بمناسبة نجاحك.	321781	I congratulate you on your success.
371196	كان الجو حاراً جداً ظهيرة اليوم.	242543	It was very hot this afternoon.
371198	اِصعدوا الباص واحداً تلو الآخر.	73122	Get on the bus one by one.
371199	لم يشجّعها أحد.	40334	No one encouraged her.
371199	لم يشجّعها أحد.	1329086	Nobody encouraged her.
371200	حدث ذلك ذات ليلة.	42793	It happened one night.
371201	هذا أجمل.	61498	This one is prettier.
371203	عليّ أن أشتري واحدة.	73098	I must buy one.
371205	عدّل رئيس القسم خطّته.	238026	The section chief altered the plan.
371206	ذكر هاتوياما أنه يعيل عائلته بالمراهنة على سباق الخيل.	244164	Hatoyama says that he supports his family by gambling on horse racing.
371207	ساعدنا بعضنا.	248661	We helped one another.
371208	لديّ أخ واحد.	256071	I have one brother.
371209	لي أخ وحيد.	256071	I have one brother.
371210	فشل تلو الآخر.	264157	One failure followed another.
371211	حدث تلو الآخر.	264362	One event followed another.
371212	تفضّل خذ واحدة.	264857	Please take one.
371216	على المرء أن يستحمّ.	270100	One should wash oneself.
371222	يبدو أن رئيس القسم يحب استغلال سلطته.	268593	The section chief seems to like abusing his authority.
371224	على المرء أن يجتهد.	270022	One must do one's best.
371225	على المرء أن يفعل كلّ ما بوسعه.	270022	One must do one's best.
371227	لم يساعدني أحد.	276629	No one helped me.
371228	لم يكن هناك أحد.	276641	No one was present.
371229	لن يأتي أحد.	276642	No one is coming.
371230	لا أحد يحب الحرب.	276649	No one loves war.
371232	لم يرسب أحد.	276677	No one has failed.
371234	كان الجو حاراً جداً عصر اليوم.	242543	It was very hot this afternoon.
371235	سألتني كم عمري.	69579	She asked me how old I was.
371236	سألتني عن عمري.	69579	She asked me how old I was.
371239	رفع قبّعته اِحتراماً.	1106613	He raised his hat in respect.
371241	يعزف موسيقى.	294202	He is playing music.
371242	كل ما عليك فعله هو حفظ هذه الجملة عن ظهر قلب.	17652	All you have to do is to learn this sentence by heart.
371243	رجال و نساء قاتلوا للدفاع عن وطنهم.	265799	Young men and women fought to defend their country.
371244	خرج الأولاد من الغرفة واحداً تلو الآخر.	267935	One by one the boys went out of the room.
371245	لا يستطيع أحدٌ مساعدتي.	40350	No one can help me.
371246	لا أعرف متى سيكون هنا.	283004	I don't know when he'll be here.
371249	لديّ إحساس أني كنت هنا من قبل.	255978	I have a feeling that I have been here before.
371252	عليك أن تنظّف غرفتك.	319532	You must clean your room.
371254	نظّف غرفتك.	319532	You must clean your room.
371256	رفضت عرضه.	312138	She turned down his proposal.
371256	رفضت عرضه.	316415	She refused his offer.
371257	النتيجة واحد مقابل واحد.	52029	The score is one all.
371258	النتيجة واحد الكلّ.	52029	The score is one all.
371259	أيمكنك أن تُرِيَني ذلك؟	54971	Can I see this one?
371259	أيمكنك أن تُرِيَني ذلك؟	961009	Could you show me that?
371261	سآخذ هذا.	54982	I'll take this one.
371263	وفي يوم من الأيام ، انتحر.	67168	One day he killed himself.
371264	قابلته يوما.	67169	One day I met him.
371265	الأسود لي.	68383	That black one is mine.
371266	عد من واحد إلى عشرة.	73243	Count from one to ten.
371268	يبلغ متحدّثي اللغة الإنجليزية مليار نسمة.	73452	One billion people speak English.
371269	مليار شخص يتكلمون الإنجليزية.	73452	One billion people speak English.
371273	لحسن الحظ لم يتأذ أحد.	240776	Fortunately, no one was hurt.
371276	درست لمدة ساعة.	256047	I studied for one hour.
371277	ذاكرت ساعة.	256047	I studied for one hour.
371278	الجو معتدل هنا.	61699	The climate here is mild.
371279	نجا من الموت بأعجوبة.	289594	He narrowly escaped death.
371280	كم تبعُد عن هنا؟	62119	How far is it from here?
371281	أريد أن أقول لك شيئاً.	17430	I have something to tell you.
371281	أريد أن أقول لك شيئاً.	961016	I want to say something to you.
371283	لا أحد يعرف اسمه.	276664	No one knows his name.
371284	لم يصدّق أحد قصّته.	276665	No one believed his story.
